Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 23.01.1982,15:00,W. Mannheim,3:2,Stuttg. Kickers
Sa. 23.01.1982,15:00,SpVgg Bayreuth,1:2,RW Essen
Sa. 23.01.1982,15:00,Hannover 96,1:0,Hessen Kassel
Sa. 23.01.1982,15:00,SpVgg Fürth,1:2,Fortuna Köln
Sa. 23.01.1982,15:00,FC Schalke 04,2:1,Hertha BSC
Sa. 23.01.1982,15:00,VfL Osnabrück,3:3,1860 München
Sa. 20.02.1982,19:30,Alem. Aachen,0:1,Bayer 05
Sa. 20.02.1982,19:30,Union Solingen,2:2,K. Offenbach
Sa. 20.03.1982,19:30,Freiburger FC,0:3,Wattenscheid 09
Mi. 31.03.1982,19:30,Wormatia Worms,2:1,SC Freiburg
