Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 06.03.1982,15:00,K. Offenbach,3:2,Hannover 96
Sa. 06.03.1982,15:00,Union Solingen,0:1,Alem. Aachen
Sa. 06.03.1982,15:00,Hessen Kassel,1:1,SC Freiburg
Sa. 06.03.1982,15:00,RW Essen,4:1,Fortuna Köln
Sa. 06.03.1982,15:00,Stuttg. Kickers,1:2,Hertha BSC
Sa. 06.03.1982,15:00,Wattenscheid 09,0:0,Wormatia Worms
Sa. 06.03.1982,15:00,1860 München,1:2,SpVgg Bayreuth
Sa. 06.03.1982,15:00,VfL Osnabrück,0:0,W. Mannheim
Sa. 06.03.1982,15:00,Bayer 05,2:1,SpVgg Fürth
Sa. 06.03.1982,15:00,Freiburger FC,1:1,FC Schalke 04
