Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 14.11.1981,15:00,Wattenscheid 09,0:3,FC Schalke 04
Sa. 14.11.1981,15:00,Alem. Aachen,1:0,Fortuna Köln
Sa. 14.11.1981,15:00,VfL Osnabrück,1:1,RW Essen
Sa. 14.11.1981,15:00,Freiburger FC,1:1,SC Freiburg
Sa. 14.11.1981,15:00,Union Solingen,3:2,Hessen Kassel
Sa. 14.11.1981,15:00,Hannover 96,5:0,Wormatia Worms
Sa. 14.11.1981,15:00,1860 München,5:1,Stuttg. Kickers
Sa. 14.11.1981,15:00,SpVgg Bayreuth,2:1,SpVgg Fürth
Sa. 14.11.1981,15:00,W. Mannheim,4:2,Hertha BSC
Sa. 14.11.1981,15:00,K. Offenbach,2:1,Bayer 05
