Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 12.09.1981,15:00,VfL Osnabrück,3:0,SpVgg Bayreuth
Sa. 12.09.1981,15:00,K. Offenbach,2:2,Wormatia Worms
Sa. 12.09.1981,15:00,Bayer 05,3:1,Hertha BSC
Sa. 12.09.1981,15:00,Stuttg. Kickers,2:2,Fortuna Köln
Sa. 12.09.1981,15:00,RW Essen,0:2,SC Freiburg
Sa. 12.09.1981,15:00,Freiburger FC,1:1,Alem. Aachen
Sa. 12.09.1981,15:00,Union Solingen,1:1,W. Mannheim
Sa. 12.09.1981,15:00,1860 München,1:3,Hannover 96
Sa. 12.09.1981,15:00,Wattenscheid 09,4:3,SpVgg Fürth
Sa. 12.09.1981,15:00,Hessen Kassel,1:0,FC Schalke 04
