Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.10.1981,15:00,K. Offenbach,3:2,SC Freiburg
Sa. 17.10.1981,15:00,Wattenscheid 09,1:1,Hessen Kassel
Sa. 17.10.1981,15:00,VfL Osnabrück,0:3,Hertha BSC
Sa. 17.10.1981,15:00,Bayer 05,1:1,RW Essen
Sa. 17.10.1981,15:00,Stuttg. Kickers,0:3,FC Schalke 04
Sa. 17.10.1981,15:00,W. Mannheim,3:1,SpVgg Bayreuth
Sa. 17.10.1981,15:00,Alem. Aachen,3:2,Hannover 96
Sa. 17.10.1981,15:00,1860 München,4:0,Fortuna Köln
Sa. 17.10.1981,15:00,Freiburger FC,4:2,Wormatia Worms
Sa. 17.10.1981,15:00,Union Solingen,1:0,SpVgg Fürth
