Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.11.1981,15:00,Bayer 05,0:0,Wattenscheid 09
Sa. 07.11.1981,15:00,Hertha BSC,4:1,Alem. Aachen
Sa. 07.11.1981,15:00,FC Schalke 04,1:1,Hannover 96
Sa. 07.11.1981,15:00,Hessen Kassel,3:0,VfL Osnabrück
Sa. 07.11.1981,15:00,SC Freiburg,0:0,Union Solingen
Sa. 07.11.1981,15:00,Wormatia Worms,1:0,SpVgg Bayreuth
Sa. 07.11.1981,15:00,Stuttg. Kickers,2:0,K. Offenbach
Sa. 07.11.1981,15:00,RW Essen,1:4,1860 München
Sa. 07.11.1981,15:00,SpVgg Fürth,0:0,W. Mannheim
Sa. 07.11.1981,15:00,Fortuna Köln,3:2,Freiburger FC
