Datum,Uhrzeit,Heim,Ergebnis,Gast
Mo. 12.04.1982,20:15,SC Freiburg,1:1,K. Offenbach
Mo. 12.04.1982,20:15,Hessen Kassel,2:2,Wattenscheid 09
Mo. 12.04.1982,20:15,Hertha BSC,5:1,VfL Osnabrück
Mo. 12.04.1982,20:15,RW Essen,1:2,Bayer 05
Mo. 12.04.1982,20:15,FC Schalke 04,1:1,Stuttg. Kickers
Mo. 12.04.1982,20:15,SpVgg Bayreuth,0:1,W. Mannheim
Mo. 12.04.1982,20:15,Hannover 96,2:1,Alem. Aachen
Mo. 12.04.1982,20:15,Fortuna Köln,2:1,1860 München
Mo. 12.04.1982,20:15,Wormatia Worms,3:1,Freiburger FC
Mo. 12.04.1982,20:15,SpVgg Fürth,2:1,Union Solingen
