Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 03.04.1982,15:00,Fortuna Köln,2:0,Wattenscheid 09
Sa. 03.04.1982,15:00,Hessen Kassel,1:0,Stuttg. Kickers
Sa. 03.04.1982,15:00,Hertha BSC,5:1,K. Offenbach
Sa. 03.04.1982,15:00,FC Schalke 04,1:1,RW Essen
Sa. 03.04.1982,15:00,W. Mannheim,0:0,Alem. Aachen
Sa. 03.04.1982,15:00,SpVgg Bayreuth,0:2,Freiburger FC
Sa. 03.04.1982,15:00,Hannover 96,3:1,Union Solingen
Sa. 03.04.1982,15:00,SpVgg Fürth,3:1,1860 München
Sa. 03.04.1982,15:00,SC Freiburg,2:0,Bayer 05
Sa. 03.04.1982,15:00,Wormatia Worms,1:0,VfL Osnabrück
