Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.09.1981,15:00,Hannover 96,1:0,K. Offenbach
Sa. 05.09.1981,15:00,Alem. Aachen,3:2,Union Solingen
Sa. 05.09.1981,15:00,SC Freiburg,0:0,Hessen Kassel
Sa. 05.09.1981,15:00,Fortuna Köln,2:0,RW Essen
Sa. 05.09.1981,15:00,Hertha BSC,4:1,Stuttg. Kickers
Sa. 05.09.1981,15:00,Wormatia Worms,1:1,Wattenscheid 09
Sa. 05.09.1981,15:00,SpVgg Bayreuth,2:3,1860 München
Sa. 05.09.1981,15:00,W. Mannheim,0:1,VfL Osnabrück
Sa. 05.09.1981,15:00,SpVgg Fürth,2:2,Bayer 05
Sa. 05.09.1981,15:00,FC Schalke 04,3:3,Freiburger FC
