Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 16.01.1982,15:00,Hertha BSC,0:0,SpVgg Fürth
Sa. 16.01.1982,15:00,Fortuna Köln,2:0,Wormatia Worms
Sa. 16.01.1982,15:00,Hessen Kassel,0:0,SpVgg Bayreuth
Sa. 16.01.1982,15:00,RW Essen,0:1,W. Mannheim
Sa. 16.01.1982,15:00,SC Freiburg,3:1,Hannover 96
Sa. 16.01.1982,15:00,Wattenscheid 09,0:0,Union Solingen
Sa. 16.01.1982,15:00,K. Offenbach,2:0,VfL Osnabrück
Sa. 20.02.1982,19:30,1860 München,2:0,FC Schalke 04
Di. 02.03.1982,19:30,Bayer 05,3:1,Freiburger FC
Sa. 20.03.1982,19:30,Stuttg. Kickers,3:0,Alem. Aachen
