Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 08.04.1982,20:15,1860 München,1:0,Hertha BSC
Do. 08.04.1982,20:15,W. Mannheim,2:1,FC Schalke 04
Do. 08.04.1982,20:15,Wattenscheid 09,2:2,SC Freiburg
Do. 08.04.1982,20:15,K. Offenbach,3:1,Fortuna Köln
Do. 08.04.1982,20:15,VfL Osnabrück,2:0,SpVgg Fürth
Do. 08.04.1982,20:15,Union Solingen,4:1,Wormatia Worms
Do. 08.04.1982,20:15,Freiburger FC,1:3,Hannover 96
Do. 08.04.1982,20:15,Alem. Aachen,4:0,SpVgg Bayreuth
Do. 08.04.1982,20:15,Stuttg. Kickers,3:0,RW Essen
Do. 08.04.1982,20:15,Bayer 05,3:1,Hessen Kassel
