Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 24.10.1981,15:00,RW Essen,4:2,Wattenscheid 09
Sa. 24.10.1981,15:00,Stuttg. Kickers,6:1,Bayer 05
Sa. 24.10.1981,15:00,Hessen Kassel,2:0,K. Offenbach
Sa. 24.10.1981,15:00,Fortuna Köln,5:2,VfL Osnabrück
Sa. 24.10.1981,15:00,Hertha BSC,4:0,Union Solingen
Sa. 24.10.1981,15:00,SpVgg Fürth,2:1,Freiburger FC
Sa. 24.10.1981,15:00,Wormatia Worms,0:0,Alem. Aachen
Sa. 24.10.1981,15:00,Hannover 96,3:0,W. Mannheim
Sa. 24.10.1981,15:00,SC Freiburg,1:5,1860 München
Sa. 24.10.1981,15:00,FC Schalke 04,6:0,SpVgg Bayreuth
