Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 22.05.1982,15:00,Hertha BSC,2:0,Hannover 96
Sa. 22.05.1982,15:00,RW Essen,4:2,Freiburger FC
Sa. 22.05.1982,15:00,Wattenscheid 09,1:1,1860 München
Sa. 22.05.1982,15:00,Fortuna Köln,5:1,SpVgg Bayreuth
Sa. 22.05.1982,15:00,K. Offenbach,0:0,FC Schalke 04
Sa. 22.05.1982,15:00,SpVgg Fürth,2:0,Wormatia Worms
Sa. 22.05.1982,15:00,Hessen Kassel,3:0,Alem. Aachen
Sa. 22.05.1982,15:00,Stuttg. Kickers,3:1,Union Solingen
Sa. 22.05.1982,15:00,Bayer 05,0:4,VfL Osnabrück
Sa. 22.05.1982,15:00,SC Freiburg,2:1,W. Mannheim
