Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.08.1981,15:00,K. Offenbach,1:0,Alem. Aachen
Sa. 15.08.1981,15:00,VfL Osnabrück,0:0,Union Solingen
Sa. 15.08.1981,15:00,Wattenscheid 09,1:1,W. Mannheim
Sa. 15.08.1981,15:00,Bayer 05,3:2,SpVgg Bayreuth
Sa. 15.08.1981,15:00,Hessen Kassel,1:1,SpVgg Fürth
Sa. 15.08.1981,15:00,SC Freiburg,0:2,Hertha BSC
Sa. 15.08.1981,15:00,Fortuna Köln,1:2,FC Schalke 04
Sa. 15.08.1981,15:00,1860 München,1:1,Freiburger FC
Sa. 15.08.1981,15:00,Stuttg. Kickers,2:1,Hannover 96
Sa. 15.08.1981,15:00,RW Essen,2:0,Wormatia Worms
