Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 12.02.11,15:30,Bayern München,4:0,TSG Hoffenheim
Sa. 12.02.11,15:30,FC Schalke 04,1:0,SC Freiburg
Sa. 12.02.11,15:30,VfB Stuttgart,1:4,1.FC Nürnberg
Sa. 12.02.11,15:30,VfL Wolfsburg,0:1,Hamburger SV
Sa. 12.02.11,15:30,E. Frankfurt,0:3,B. Leverkusen
Sa. 12.02.11,15:30,FC St. Pauli,3:1,Bor. M'gladbach
Sa. 12.02.11,18:30,1.FC K'lautern,1:1,Bor. Dortmund
So. 13.02.11,15:30,1.FC Köln,4:2,1.FSV Mainz 05
So. 13.02.11,17:30,Werder Bremen,1:1,Hannover 96
