Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 08.12.1979,15:30,Bayern München,4:0,VfB Stuttgart
Sa. 08.12.1979,15:30,Hamburger SV,3:0,B. Leverkusen
Sa. 08.12.1979,15:30,1.FC K'lautern,3:1,1860 München
Sa. 08.12.1979,15:30,1.FC Köln,4:1,Werder Bremen
Sa. 08.12.1979,15:30,MSV Duisburg,1:0,Bor. Dortmund
Sa. 08.12.1979,15:30,Bor. M'gladbach,1:1,E. Braunschweig
Sa. 08.12.1979,15:30,VfL Bochum,0:0,FC Schalke 04
Sa. 08.12.1979,15:30,E. Frankfurt,2:0,Bayer 05
Sa. 08.12.1979,15:30,Hertha BSC,3:0,F. Düsseldorf
