Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 10.11.1979,14:30,B. Leverkusen,1:3,VfB Stuttgart
Sa. 10.11.1979,15:30,Bayern München,3:0,Bayer 05
Sa. 10.11.1979,15:30,Hamburger SV,4:0,Bor. Dortmund
Sa. 10.11.1979,15:30,1.FC K'lautern,0:1,E. Frankfurt
Sa. 10.11.1979,15:30,MSV Duisburg,0:2,1.FC Köln
Sa. 10.11.1979,15:30,Bor. M'gladbach,1:1,1860 München
Sa. 10.11.1979,15:30,FC Schalke 04,2:2,F. Düsseldorf
Sa. 10.11.1979,15:30,E. Braunschweig,3:0,VfL Bochum
Sa. 10.11.1979,15:30,Hertha BSC,0:0,Werder Bremen
