Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.09.1986,20:00,Hannover 96,1:0,E. Braunschweig
Fr. 12.09.1986,20:00,Union Solingen,1:0,SC Freiburg
Fr. 12.09.1986,20:00,VfL Osnabrück,3:0,SSV Ulm 1846
Sa. 13.09.1986,15:00,Karlsruher SC,1:1,Wattenscheid 09
Sa. 13.09.1986,15:00,RW Essen,0:1,Alem. Aachen
Sa. 13.09.1986,15:00,Aschaffenburg,1:2,FC St. Pauli
Sa. 13.09.1986,15:00,Stuttg. Kickers,1:0,RW Oberhausen
So. 14.09.1986,15:00,Darmstadt 98,1:1,Arm. Bielefeld
So. 14.09.1986,15:00,FSV Salmrohr,0:5,Hessen Kassel
So. 14.09.1986,18:00,Saarbrücken,3:3,Fortuna Köln
