Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.09.1986,19:30,Saarbrücken,0:0,E. Braunschweig
Fr. 26.09.1986,20:00,Hannover 96,1:0,Alem. Aachen
Fr. 26.09.1986,20:00,VfL Osnabrück,3:0,Fortuna Köln
Sa. 27.09.1986,15:00,Karlsruher SC,4:2,SC Freiburg
Sa. 27.09.1986,15:00,RW Essen,5:1,Aschaffenburg
Sa. 27.09.1986,15:00,Darmstadt 98,4:2,FC St. Pauli
So. 28.09.1986,15:00,Union Solingen,2:1,Arm. Bielefeld
So. 28.09.1986,15:00,RW Oberhausen,1:1,SSV Ulm 1846
So. 28.09.1986,15:00,Stuttg. Kickers,5:2,Hessen Kassel
So. 28.09.1986,15:00,FSV Salmrohr,2:2,Wattenscheid 09
