Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 15.04.1987,18:15,FC St. Pauli,3:0,Darmstadt 98
Mi. 15.04.1987,20:00,Fortuna Köln,2:1,VfL Osnabrück
Mi. 15.04.1987,20:00,Arm. Bielefeld,1:1,Union Solingen
Mi. 15.04.1987,20:00,Wattenscheid 09,3:2,FSV Salmrohr
Do. 16.04.1987,18:15,SC Freiburg,1:2,Karlsruher SC
Do. 16.04.1987,18:15,Aschaffenburg,2:2,RW Essen
Do. 16.04.1987,18:15,SSV Ulm 1846,5:2,RW Oberhausen
Do. 16.04.1987,18:15,Hessen Kassel,0:1,Stuttg. Kickers
Do. 16.04.1987,20:00,E. Braunschweig,0:0,Saarbrücken
Do. 16.04.1987,20:00,Alem. Aachen,3:2,Hannover 96
