Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 15.05.1987,20:00,RW Essen,3:4,Hannover 96
Fr. 15.05.1987,20:00,Fortuna Köln,2:2,Hessen Kassel
Fr. 15.05.1987,20:00,Alem. Aachen,1:0,VfL Osnabrück
Sa. 16.05.1987,15:00,Aschaffenburg,6:0,Saarbrücken
Sa. 16.05.1987,15:00,FC St. Pauli,1:0,Union Solingen
Sa. 16.05.1987,15:00,E. Braunschweig,2:1,RW Oberhausen
Sa. 16.05.1987,15:00,Arm. Bielefeld,4:0,FSV Salmrohr
So. 17.05.1987,15:00,Darmstadt 98,1:4,Karlsruher SC
So. 17.05.1987,15:00,Wattenscheid 09,0:0,SSV Ulm 1846
So. 17.05.1987,15:00,SC Freiburg,2:0,Stuttg. Kickers
