Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 13.12.1986,15:00,Arm. Bielefeld,3:3,Fortuna Köln
Sa. 13.12.1986,15:00,Aschaffenburg,0:0,Hessen Kassel
Sa. 13.12.1986,15:00,Saarbrücken,0:0,FC St. Pauli
Sa. 13.12.1986,15:00,Hannover 96,0:0,VfL Osnabrück
So. 14.12.1986,14:00,SC Freiburg,2:2,E. Braunschweig
So. 14.12.1986,15:00,Alem. Aachen,0:1,Wattenscheid 09
So. 14.12.1986,15:00,RW Essen,3:1,RW Oberhausen
So. 14.12.1986,15:00,Union Solingen,2:1,Stuttg. Kickers
So. 14.12.1986,15:00,Darmstadt 98,2:1,SSV Ulm 1846
So. 14.12.1986,15:00,Karlsruher SC,1:0,FSV Salmrohr
