Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 22.11.1986,15:00,Darmstadt 98,7:1,VfL Osnabrück
Sa. 22.11.1986,15:00,Aschaffenburg,2:4,Stuttg. Kickers
Sa. 22.11.1986,15:00,Arm. Bielefeld,4:1,RW Oberhausen
Sa. 22.11.1986,15:00,Alem. Aachen,2:1,SSV Ulm 1846
Sa. 22.11.1986,15:00,SC Freiburg,1:2,Hessen Kassel
Sa. 22.11.1986,15:00,E. Braunschweig,2:0,Fortuna Köln
So. 23.11.1986,15:00,Hannover 96,8:0,Karlsruher SC
So. 23.11.1986,18:00,Union Solingen,2:0,Saarbrücken
So. 23.11.1986,18:00,RW Essen,3:2,FSV Salmrohr
So. 23.11.1986,18:00,Wattenscheid 09,0:1,FC St. Pauli
