Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.11.1986,14:30,Hessen Kassel,1:0,E. Braunschweig
Sa. 15.11.1986,14:30,SSV Ulm 1846,0:0,SC Freiburg
Sa. 15.11.1986,15:30,Karlsruher SC,4:1,Union Solingen
Sa. 15.11.1986,15:30,Hannover 96,4:1,FC St. Pauli
Sa. 15.11.1986,15:30,Fortuna Köln,1:1,Wattenscheid 09
Sa. 15.11.1986,15:30,RW Oberhausen,1:0,Alem. Aachen
So. 16.11.1986,14:30,Stuttg. Kickers,1:0,Arm. Bielefeld
So. 16.11.1986,14:30,FSV Salmrohr,0:4,Darmstadt 98
So. 16.11.1986,15:00,VfL Osnabrück,3:1,Aschaffenburg
So. 16.11.1986,15:00,Saarbrücken,5:1,RW Essen
