Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 05.09.1986,20:00,Alem. Aachen,1:0,Darmstadt 98
Fr. 05.09.1986,20:00,Wattenscheid 09,0:2,Hannover 96
Sa. 06.09.1986,15:00,E. Braunschweig,5:1,Union Solingen
Sa. 06.09.1986,15:00,Arm. Bielefeld,1:1,Aschaffenburg
Sa. 06.09.1986,15:00,SC Freiburg,3:1,RW Essen
Sa. 06.09.1986,15:00,Hessen Kassel,0:1,Saarbrücken
Sa. 06.09.1986,15:00,SSV Ulm 1846,3:0,FSV Salmrohr
Sa. 06.09.1986,15:00,FC St. Pauli,0:0,Stuttg. Kickers
So. 07.09.1986,15:00,Fortuna Köln,3:3,Karlsruher SC
So. 07.09.1986,15:00,RW Oberhausen,0:2,VfL Osnabrück
