Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 19.09.1986,20:00,Alem. Aachen,2:1,Union Solingen
Fr. 19.09.1986,20:00,Arm. Bielefeld,1:1,RW Essen
Fr. 19.09.1986,20:00,E. Braunschweig,1:1,Karlsruher SC
Sa. 20.09.1986,15:00,Aschaffenburg,0:0,Darmstadt 98
Sa. 20.09.1986,15:00,SC Freiburg,3:2,Hannover 96
Sa. 20.09.1986,15:00,Fortuna Köln,4:2,FSV Salmrohr
Sa. 20.09.1986,15:00,Hessen Kassel,0:0,VfL Osnabrück
Sa. 20.09.1986,15:00,SSV Ulm 1846,2:1,Stuttg. Kickers
So. 21.09.1986,15:00,Wattenscheid 09,2:2,Saarbrücken
So. 21.09.1986,15:00,FC St. Pauli,5:1,RW Oberhausen
