Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 01.08.1986,18:30,Aschaffenburg,1:1,Fortuna Köln
Fr. 01.08.1986,20:00,Alem. Aachen,1:0,E. Braunschweig
Fr. 01.08.1986,20:00,Hannover 96,4:1,Stuttg. Kickers
Sa. 02.08.1986,15:00,Karlsruher SC,1:2,VfL Osnabrück
Sa. 02.08.1986,15:00,RW Essen,2:3,SSV Ulm 1846
Sa. 02.08.1986,15:00,Darmstadt 98,3:0,Hessen Kassel
Sa. 02.08.1986,15:00,SC Freiburg,1:0,FC St. Pauli
Sa. 02.08.1986,15:00,Saarbrücken,0:2,FSV Salmrohr
So. 03.08.1986,15:00,Union Solingen,5:3,RW Oberhausen
So. 03.08.1986,15:00,Arm. Bielefeld,2:3,Wattenscheid 09
