Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.02.1987,15:00,Aschaffenburg,1:2,Wattenscheid 09
Sa. 21.02.1987,15:00,Saarbrücken,4:1,VfL Osnabrück
Sa. 21.02.1987,15:00,Darmstadt 98,2:1,Fortuna Köln
So. 22.02.1987,14:30,FSV Salmrohr,1:2,FC St. Pauli
So. 22.02.1987,15:00,RW Essen,4:1,Hessen Kassel
Sa. 07.03.1987,15:30,Alem. Aachen,1:1,SC Freiburg
So. 08.03.1987,15:00,Union Solingen,6:2,SSV Ulm 1846
Di. 10.03.1987,20:00,Karlsruher SC,2:1,Stuttg. Kickers
Di. 07.04.1987,19:00,Hannover 96,1:0,RW Oberhausen
Di. 07.04.1987,20:00,Arm. Bielefeld,3:1,E. Braunschweig
