Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 30.04.1987,20:00,Alem. Aachen,0:0,Saarbrücken
Fr. 01.05.1987,18:00,Arm. Bielefeld,1:1,Karlsruher SC
Fr. 01.05.1987,20:00,Wattenscheid 09,3:3,Stuttg. Kickers
Sa. 02.05.1987,15:00,Darmstadt 98,1:0,Union Solingen
Sa. 02.05.1987,15:00,FC St. Pauli,1:1,RW Essen
Sa. 02.05.1987,15:00,Hessen Kassel,1:4,SSV Ulm 1846
Sa. 02.05.1987,15:00,SC Freiburg,2:1,FSV Salmrohr
So. 03.05.1987,15:00,Fortuna Köln,0:0,RW Oberhausen
So. 03.05.1987,18:00,E. Braunschweig,3:2,VfL Osnabrück
So. 03.05.1987,18:00,Aschaffenburg,1:1,Hannover 96
