Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 27.02.1987,20:00,RW Oberhausen,1:3,Karlsruher SC
Sa. 28.02.1987,15:00,FC St. Pauli,0:0,Alem. Aachen
Sa. 28.02.1987,15:00,Wattenscheid 09,3:0,Darmstadt 98
Di. 07.04.1987,20:00,Fortuna Köln,2:2,RW Essen
Mo. 20.04.1987,15:00,Hessen Kassel,0:1,Union Solingen
Mo. 20.04.1987,15:00,SC Freiburg,0:0,Arm. Bielefeld
Mo. 20.04.1987,18:00,VfL Osnabrück,5:0,FSV Salmrohr
Di. 21.04.1987,20:00,E. Braunschweig,3:0,Aschaffenburg
Mi. 29.04.1987,19:00,SSV Ulm 1846,1:1,Hannover 96
Di. 05.05.1987,18:30,Stuttg. Kickers,4:0,Saarbrücken
