Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 07.05.1987,20:00,Hannover 96,3:2,Darmstadt 98
Fr. 08.05.1987,19:30,Saarbrücken,0:2,Arm. Bielefeld
Fr. 08.05.1987,20:00,VfL Osnabrück,1:1,SC Freiburg
Sa. 09.05.1987,15:00,Karlsruher SC,3:1,Aschaffenburg
Sa. 09.05.1987,15:00,Stuttg. Kickers,2:1,E. Braunschweig
Sa. 09.05.1987,15:00,SSV Ulm 1846,1:3,Fortuna Köln
Sa. 09.05.1987,15:00,Hessen Kassel,1:3,FC St. Pauli
So. 10.05.1987,15:00,FSV Salmrohr,1:1,Alem. Aachen
So. 10.05.1987,15:00,Union Solingen,1:2,RW Essen
So. 10.05.1987,15:00,RW Oberhausen,3:0,Wattenscheid 09
