Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 14.06.1987,15:00,FSV Salmrohr,5:5,Hannover 96
So. 14.06.1987,15:00,Saarbrücken,1:2,Karlsruher SC
So. 14.06.1987,15:00,RW Oberhausen,0:1,Darmstadt 98
So. 14.06.1987,15:00,SSV Ulm 1846,2:0,Aschaffenburg
So. 14.06.1987,15:00,Hessen Kassel,4:5,Arm. Bielefeld
So. 14.06.1987,15:00,Wattenscheid 09,4:3,SC Freiburg
So. 14.06.1987,15:00,FC St. Pauli,1:0,E. Braunschweig
So. 14.06.1987,15:00,VfL Osnabrück,6:3,Union Solingen
So. 14.06.1987,15:00,Stuttg. Kickers,3:0,RW Essen
So. 14.06.1987,15:00,Fortuna Köln,1:0,Alem. Aachen
