Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 03.04.1987,20:00,E. Braunschweig,0:0,Hannover 96
Fr. 03.04.1987,20:00,Wattenscheid 09,0:3,Karlsruher SC
Fr. 03.04.1987,20:00,Alem. Aachen,0:0,RW Essen
Sa. 04.04.1987,15:00,SC Freiburg,2:2,Union Solingen
Sa. 04.04.1987,15:00,RW Oberhausen,3:0,Stuttg. Kickers
Sa. 04.04.1987,15:00,Arm. Bielefeld,1:0,Darmstadt 98
Sa. 04.04.1987,15:00,Hessen Kassel,0:0,FSV Salmrohr
Sa. 04.04.1987,15:00,Fortuna Köln,3:2,Saarbrücken
So. 05.04.1987,15:00,SSV Ulm 1846,3:1,VfL Osnabrück
So. 05.04.1987,15:00,FC St. Pauli,2:2,Aschaffenburg
