Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 10.06.1987,19:30,E. Braunschweig,3:1,Wattenscheid 09
Mi. 10.06.1987,19:30,SC Freiburg,1:1,Fortuna Köln
Mi. 10.06.1987,19:30,Alem. Aachen,2:1,Hessen Kassel
Mi. 10.06.1987,19:30,Arm. Bielefeld,5:1,SSV Ulm 1846
Mi. 10.06.1987,19:30,Aschaffenburg,1:2,RW Oberhausen
Mi. 10.06.1987,19:30,Darmstadt 98,1:0,Stuttg. Kickers
Mi. 10.06.1987,19:30,RW Essen,3:5,VfL Osnabrück
Mi. 10.06.1987,19:30,Union Solingen,2:2,FSV Salmrohr
Mi. 10.06.1987,19:30,Hannover 96,1:1,Saarbrücken
Mi. 10.06.1987,19:30,Karlsruher SC,1:1,FC St. Pauli
