Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 17.10.1986,20:00,Alem. Aachen,1:0,FSV Salmrohr
Fr. 17.10.1986,20:00,RW Essen,2:0,Union Solingen
Sa. 18.10.1986,15:00,Aschaffenburg,2:1,Karlsruher SC
Sa. 18.10.1986,15:00,Arm. Bielefeld,1:3,Saarbrücken
Sa. 18.10.1986,15:00,SC Freiburg,2:2,VfL Osnabrück
Sa. 18.10.1986,15:00,E. Braunschweig,5:2,Stuttg. Kickers
Sa. 18.10.1986,15:00,Fortuna Köln,3:1,SSV Ulm 1846
Sa. 18.10.1986,15:00,FC St. Pauli,4:2,Hessen Kassel
So. 19.10.1986,15:00,Darmstadt 98,3:1,Hannover 96
So. 19.10.1986,18:00,Wattenscheid 09,2:3,RW Oberhausen
