Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 10.10.1986,20:00,RW Oberhausen,2:0,Fortuna Köln
Fr. 10.10.1986,20:00,VfL Osnabrück,3:1,E. Braunschweig
Sa. 11.10.1986,15:00,Hannover 96,3:1,Aschaffenburg
Sa. 11.10.1986,15:00,Union Solingen,4:2,Darmstadt 98
Sa. 11.10.1986,15:00,RW Essen,4:0,FC St. Pauli
Sa. 11.10.1986,15:00,SSV Ulm 1846,1:1,Hessen Kassel
Sa. 11.10.1986,15:00,Stuttg. Kickers,4:1,Wattenscheid 09
So. 12.10.1986,15:00,Karlsruher SC,2:0,Arm. Bielefeld
So. 12.10.1986,15:00,FSV Salmrohr,1:2,SC Freiburg
So. 12.10.1986,15:00,Saarbrücken,2:1,Alem. Aachen
