Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.03.1987,15:00,SSV Ulm 1846,1:1,Saarbrücken
Sa. 21.03.1987,15:00,Fortuna Köln,1:1,Hannover 96
Sa. 21.03.1987,15:00,E. Braunschweig,2:0,RW Essen
Sa. 21.03.1987,15:00,RW Oberhausen,6:1,FSV Salmrohr
So. 22.03.1987,15:00,Hessen Kassel,0:4,Karlsruher SC
So. 22.03.1987,15:00,Stuttg. Kickers,4:0,VfL Osnabrück
Di. 24.03.1987,19:30,Alem. Aachen,4:1,Aschaffenburg
Di. 05.05.1987,20:00,Wattenscheid 09,1:1,Union Solingen
Di. 12.05.1987,18:30,SC Freiburg,3:1,Darmstadt 98
Fr. 29.05.1987,18:30,FC St. Pauli,2:0,Arm. Bielefeld
