Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 17.12.1986,20:00,Fortuna Köln,1:1,Aschaffenburg
Sa. 20.12.1986,15:00,FC St. Pauli,2:1,SC Freiburg
So. 21.12.1986,14:00,FSV Salmrohr,3:3,Saarbrücken
Sa. 14.02.1987,15:30,E. Braunschweig,1:2,Alem. Aachen
Sa. 14.02.1987,15:30,RW Oberhausen,0:0,Union Solingen
Sa. 07.03.1987,15:30,SSV Ulm 1846,0:1,RW Essen
So. 08.03.1987,15:00,Wattenscheid 09,1:1,Arm. Bielefeld
Di. 31.03.1987,17:45,Hessen Kassel,1:1,Darmstadt 98
Mo. 20.04.1987,19:00,Stuttg. Kickers,0:0,Hannover 96
Di. 28.04.1987,20:00,VfL Osnabrück,1:0,Karlsruher SC
