Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.08.1986,20:00,Alem. Aachen,2:0,Arm. Bielefeld
Fr. 22.08.1986,20:00,E. Braunschweig,0:0,Darmstadt 98
Fr. 22.08.1986,20:00,Fortuna Köln,2:1,Union Solingen
Sa. 23.08.1986,15:00,SC Freiburg,3:1,Aschaffenburg
Sa. 23.08.1986,15:00,SSV Ulm 1846,0:2,Karlsruher SC
Sa. 23.08.1986,15:00,RW Oberhausen,1:0,Saarbrücken
Sa. 23.08.1986,15:00,Stuttg. Kickers,2:1,FSV Salmrohr
So. 24.08.1986,15:00,Hessen Kassel,0:4,Hannover 96
So. 24.08.1986,15:00,FC St. Pauli,0:1,VfL Osnabrück
So. 24.08.1986,18:00,Wattenscheid 09,2:1,RW Essen
