Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.11.1986,20:00,Alem. Aachen,4:1,Stuttg. Kickers
Fr. 07.11.1986,20:00,RW Essen,2:1,Karlsruher SC
Sa. 08.11.1986,15:00,Darmstadt 98,4:2,Saarbrücken
Sa. 08.11.1986,15:00,Aschaffenburg,2:2,FSV Salmrohr
Sa. 08.11.1986,15:00,SC Freiburg,2:1,RW Oberhausen
Sa. 08.11.1986,15:00,E. Braunschweig,2:2,SSV Ulm 1846
Sa. 08.11.1986,15:00,FC St. Pauli,3:2,Fortuna Köln
So. 09.11.1986,15:00,Union Solingen,2:4,Hannover 96
So. 09.11.1986,15:00,Arm. Bielefeld,2:3,VfL Osnabrück
So. 09.11.1986,15:00,Wattenscheid 09,1:1,Hessen Kassel
