Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 16.04.1981,20:00,1.FC Nürnberg,0:1,Bayern München
Do. 16.04.1981,20:00,Hamburger SV,4:1,Arm. Bielefeld
Do. 16.04.1981,20:00,MSV Duisburg,2:1,Bor. Dortmund
Do. 16.04.1981,20:00,VfL Bochum,2:1,F. Düsseldorf
Sa. 18.04.1981,15:30,VfB Stuttgart,2:1,B. Leverkusen
Sa. 18.04.1981,15:30,1.FC K'lautern,4:2,Bayer 05
Sa. 18.04.1981,15:30,Karlsruher SC,1:1,E. Frankfurt
Sa. 18.04.1981,15:30,1.FC Köln,2:3,Bor. M'gladbach
Sa. 18.04.1981,15:30,1860 München,3:1,FC Schalke 04
