Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 01.10.1983,15:00,Wattenscheid 09,4:2,Stuttg. Kickers
Sa. 01.10.1983,15:00,MSV Duisburg,4:0,Saarbrücken
Sa. 01.10.1983,15:00,Hannover 96,1:2,Hessen Kassel
Sa. 01.10.1983,15:00,VfL Osnabrück,2:1,SSV Ulm 1846
Sa. 01.10.1983,15:00,Fortuna Köln,2:2,RW Essen
Sa. 01.10.1983,15:00,Karlsruher SC,3:2,Lüttringhausen
Sa. 01.10.1983,15:00,SC Freiburg,1:0,RW Oberhausen
Sa. 01.10.1983,15:00,Alem. Aachen,3:0,SCC Berlin
Sa. 01.10.1983,15:00,Hertha BSC,2:3,FC Schalke 04
Sa. 01.10.1983,15:00,Darmstadt 98,0:0,Union Solingen
