Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 19.05.1984,15:00,MSV Duisburg,2:5,Hannover 96
Sa. 19.05.1984,15:00,Karlsruher SC,4:1,VfL Osnabrück
Sa. 19.05.1984,15:00,Alem. Aachen,3:1,SSV Ulm 1846
Sa. 19.05.1984,15:00,RW Essen,1:1,Hessen Kassel
Sa. 19.05.1984,15:00,SC Freiburg,1:0,Hertha BSC
Sa. 19.05.1984,15:00,Fortuna Köln,0:2,FC Schalke 04
Sa. 19.05.1984,15:00,SCC Berlin,8:1,Saarbrücken
Sa. 19.05.1984,15:00,Wattenscheid 09,1:1,Union Solingen
Sa. 19.05.1984,15:00,Stuttg. Kickers,1:1,RW Oberhausen
Sa. 19.05.1984,15:00,Lüttringhausen,1:1,Darmstadt 98
