Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 24.08.1983,19:30,SC Freiburg,2:1,Alem. Aachen
Mi. 24.08.1983,19:30,Darmstadt 98,2:1,Hessen Kassel
Mi. 24.08.1983,19:30,MSV Duisburg,3:2,Fortuna Köln
Mi. 24.08.1983,19:30,VfL Osnabrück,2:2,Stuttg. Kickers
Mi. 24.08.1983,19:30,FC Schalke 04,1:1,Saarbrücken
Mi. 24.08.1983,19:30,SSV Ulm 1846,3:2,RW Oberhausen
Mi. 24.08.1983,19:30,Karlsruher SC,3:2,Wattenscheid 09
Mi. 24.08.1983,19:30,Hannover 96,0:1,RW Essen
Mi. 24.08.1983,19:30,Hertha BSC,1:1,SCC Berlin
Mi. 24.08.1983,19:30,Union Solingen,1:1,Lüttringhausen
