Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.02.1984,15:00,Hannover 96,2:1,SCC Berlin
Sa. 25.02.1984,15:00,FC Schalke 04,3:1,Hessen Kassel
Sa. 25.02.1984,15:00,Darmstadt 98,2:1,Wattenscheid 09
Sa. 25.02.1984,15:00,SSV Ulm 1846,2:0,Saarbrücken
Sa. 25.02.1984,15:00,MSV Duisburg,1:1,RW Essen
Sa. 25.02.1984,15:00,SC Freiburg,0:0,Fortuna Köln
Sa. 25.02.1984,15:00,Karlsruher SC,1:0,Alem. Aachen
Sa. 25.02.1984,15:00,VfL Osnabrück,1:0,Lüttringhausen
Sa. 25.02.1984,15:00,Hertha BSC,1:0,Stuttg. Kickers
Sa. 25.02.1984,15:00,Union Solingen,3:0,RW Oberhausen
