Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.10.1983,15:00,Saarbrücken,4:4,SC Freiburg
Sa. 15.10.1983,15:00,Union Solingen,2:0,VfL Osnabrück
Sa. 15.10.1983,15:00,FC Schalke 04,5:1,Hannover 96
Sa. 15.10.1983,15:00,Stuttg. Kickers,1:2,Alem. Aachen
Sa. 15.10.1983,15:00,SCC Berlin,2:1,Fortuna Köln
Sa. 15.10.1983,15:00,SSV Ulm 1846,2:2,Hertha BSC
Sa. 15.10.1983,15:00,RW Essen,4:0,Darmstadt 98
Sa. 15.10.1983,15:00,Lüttringhausen,2:1,Wattenscheid 09
Sa. 15.10.1983,15:00,Hessen Kassel,0:1,MSV Duisburg
Sa. 15.10.1983,15:00,RW Oberhausen,1:0,Karlsruher SC
