Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 20.08.1983,15:00,Fortuna Köln,2:2,Hannover 96
Sa. 20.08.1983,15:00,Alem. Aachen,2:1,MSV Duisburg
Sa. 20.08.1983,15:00,RW Oberhausen,3:3,FC Schalke 04
Sa. 20.08.1983,15:00,Lüttringhausen,0:0,SSV Ulm 1846
Sa. 20.08.1983,15:00,Stuttg. Kickers,2:2,Union Solingen
Sa. 20.08.1983,15:00,SCC Berlin,0:1,VfL Osnabrück
Sa. 20.08.1983,15:00,RW Essen,4:1,Hertha BSC
Sa. 20.08.1983,15:00,Wattenscheid 09,0:0,SC Freiburg
Sa. 20.08.1983,15:00,Karlsruher SC,4:0,Darmstadt 98
Sa. 20.08.1983,15:00,Saarbrücken,1:3,Hessen Kassel
