Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 19.04.1984,20:15,SCC Berlin,2:0,RW Essen
Do. 19.04.1984,20:15,RW Oberhausen,3:1,Wattenscheid 09
Do. 19.04.1984,20:15,Lüttringhausen,1:3,Alem. Aachen
Do. 19.04.1984,20:15,Stuttg. Kickers,4:1,Fortuna Köln
Do. 19.04.1984,20:15,SSV Ulm 1846,2:1,Hannover 96
Do. 19.04.1984,20:15,Union Solingen,1:0,Hertha BSC
Do. 19.04.1984,20:15,VfL Osnabrück,0:0,Darmstadt 98
Do. 19.04.1984,20:15,Saarbrücken,0:2,Karlsruher SC
Do. 19.04.1984,20:15,Hessen Kassel,0:0,SC Freiburg
Do. 19.04.1984,20:15,FC Schalke 04,4:2,MSV Duisburg
