Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 11.02.1984,15:00,Hannover 96,1:1,Fortuna Köln
Sa. 11.02.1984,15:00,MSV Duisburg,3:0,Alem. Aachen
Sa. 11.02.1984,15:00,FC Schalke 04,3:0,RW Oberhausen
Sa. 11.02.1984,15:00,SSV Ulm 1846,7:0,Lüttringhausen
Sa. 11.02.1984,15:00,Union Solingen,1:2,Stuttg. Kickers
Sa. 11.02.1984,15:00,VfL Osnabrück,1:2,SCC Berlin
Sa. 11.02.1984,15:00,Hertha BSC,1:0,RW Essen
Sa. 11.02.1984,15:00,SC Freiburg,4:1,Wattenscheid 09
Sa. 11.02.1984,15:00,Darmstadt 98,1:3,Karlsruher SC
Sa. 11.02.1984,15:00,Hessen Kassel,2:0,Saarbrücken
