Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 14.04.1984,15:00,SC Freiburg,1:1,Saarbrücken
Sa. 14.04.1984,15:00,VfL Osnabrück,3:1,Union Solingen
Sa. 14.04.1984,15:00,Hannover 96,1:4,FC Schalke 04
Sa. 14.04.1984,15:00,Alem. Aachen,0:1,Stuttg. Kickers
Sa. 14.04.1984,15:00,Fortuna Köln,1:1,SCC Berlin
Sa. 14.04.1984,15:00,Hertha BSC,1:0,SSV Ulm 1846
Sa. 14.04.1984,15:00,Darmstadt 98,1:1,RW Essen
Sa. 14.04.1984,15:00,Wattenscheid 09,2:1,Lüttringhausen
Sa. 14.04.1984,15:00,MSV Duisburg,3:0,Hessen Kassel
Sa. 14.04.1984,15:00,Karlsruher SC,4:2,RW Oberhausen
