Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 18.02.1984,15:00,Alem. Aachen,3:1,SC Freiburg
Sa. 18.02.1984,15:00,Hessen Kassel,2:1,Darmstadt 98
Sa. 18.02.1984,15:00,Fortuna Köln,1:1,MSV Duisburg
Sa. 18.02.1984,15:00,Stuttg. Kickers,1:1,VfL Osnabrück
Sa. 18.02.1984,15:00,Saarbrücken,1:1,FC Schalke 04
Sa. 18.02.1984,15:00,RW Oberhausen,0:3,SSV Ulm 1846
Sa. 18.02.1984,15:00,Wattenscheid 09,2:3,Karlsruher SC
Sa. 18.02.1984,15:00,RW Essen,0:1,Hannover 96
Sa. 18.02.1984,15:00,SCC Berlin,1:0,Hertha BSC
Sa. 18.02.1984,15:00,Lüttringhausen,1:1,Union Solingen
