Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 03.09.1983,15:00,SSV Ulm 1846,2:2,Hessen Kassel
Sa. 03.09.1983,15:00,Wattenscheid 09,0:2,Alem. Aachen
Sa. 03.09.1983,15:00,Karlsruher SC,4:3,Fortuna Köln
Sa. 03.09.1983,15:00,SC Freiburg,1:0,RW Essen
Sa. 03.09.1983,15:00,Hannover 96,2:2,Stuttg. Kickers
Sa. 03.09.1983,15:00,Hertha BSC,1:1,Lüttringhausen
Sa. 03.09.1983,15:00,VfL Osnabrück,2:1,RW Oberhausen
Sa. 03.09.1983,15:00,Union Solingen,2:0,Saarbrücken
Sa. 03.09.1983,15:00,Darmstadt 98,0:2,FC Schalke 04
Di. 06.09.1983,19:00,MSV Duisburg,4:0,SCC Berlin
