Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.05.1984,15:00,MSV Duisburg,2:0,VfL Osnabrück
Sa. 05.05.1984,15:00,Darmstadt 98,5:2,Stuttg. Kickers
Sa. 05.05.1984,15:00,Karlsruher SC,6:0,SSV Ulm 1846
Sa. 05.05.1984,15:00,Alem. Aachen,0:0,Hessen Kassel
Sa. 05.05.1984,15:00,Hannover 96,0:0,Hertha BSC
Sa. 05.05.1984,15:00,RW Essen,1:1,RW Oberhausen
Sa. 05.05.1984,15:00,SCC Berlin,3:2,Lüttringhausen
Sa. 05.05.1984,15:00,SC Freiburg,2:1,Union Solingen
Sa. 05.05.1984,15:00,Wattenscheid 09,0:2,FC Schalke 04
Sa. 05.05.1984,15:00,Fortuna Köln,1:2,Saarbrücken
