Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 09.03.1984,20:00,FC Schalke 04,6:0,Darmstadt 98
Sa. 10.03.1984,15:00,Hessen Kassel,5:1,SSV Ulm 1846
Sa. 10.03.1984,15:00,Alem. Aachen,3:1,Wattenscheid 09
Sa. 10.03.1984,15:00,Fortuna Köln,1:3,Karlsruher SC
Sa. 10.03.1984,15:00,RW Essen,1:1,SC Freiburg
Sa. 10.03.1984,15:00,Lüttringhausen,1:4,Hertha BSC
Sa. 10.03.1984,15:00,RW Oberhausen,1:1,VfL Osnabrück
Sa. 10.03.1984,15:00,Saarbrücken,1:1,Union Solingen
Sa. 10.03.1984,15:00,SCC Berlin,0:0,MSV Duisburg
Mi. 14.03.1984,19:00,Stuttg. Kickers,2:1,Hannover 96
