Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 29.10.1983,15:00,VfL Osnabrück,0:0,Hertha BSC
Sa. 29.10.1983,15:00,Union Solingen,1:2,Hannover 96
Sa. 29.10.1983,15:00,FC Schalke 04,6:0,SC Freiburg
Sa. 29.10.1983,15:00,SCC Berlin,1:2,Darmstadt 98
Sa. 29.10.1983,15:00,SSV Ulm 1846,3:1,MSV Duisburg
Sa. 29.10.1983,15:00,Hessen Kassel,3:0,Karlsruher SC
Sa. 29.10.1983,15:00,Saarbrücken,5:0,Wattenscheid 09
Sa. 29.10.1983,15:00,Lüttringhausen,0:1,Fortuna Köln
Sa. 29.10.1983,15:00,Stuttg. Kickers,1:0,RW Essen
Sa. 29.10.1983,15:00,RW Oberhausen,0:0,Alem. Aachen
