Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 10.09.1983,15:00,Saarbrücken,2:1,VfL Osnabrück
Sa. 10.09.1983,15:00,Alem. Aachen,2:2,Darmstadt 98
Sa. 10.09.1983,15:00,FC Schalke 04,3:0,SSV Ulm 1846
Sa. 10.09.1983,15:00,Lüttringhausen,0:2,Hannover 96
Sa. 10.09.1983,15:00,RW Essen,0:4,Karlsruher SC
Sa. 10.09.1983,15:00,Fortuna Köln,0:0,Wattenscheid 09
Sa. 10.09.1983,15:00,Hessen Kassel,6:1,Union Solingen
Sa. 10.09.1983,15:00,Stuttg. Kickers,3:1,MSV Duisburg
Sa. 10.09.1983,15:00,SCC Berlin,1:2,SC Freiburg
Sa. 10.09.1983,15:00,RW Oberhausen,0:1,Hertha BSC
