Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 22.10.1983,15:00,RW Essen,4:2,SCC Berlin
Sa. 22.10.1983,15:00,Wattenscheid 09,3:0,RW Oberhausen
Sa. 22.10.1983,15:00,Alem. Aachen,1:0,Lüttringhausen
Sa. 22.10.1983,15:00,Fortuna Köln,2:0,Stuttg. Kickers
Sa. 22.10.1983,15:00,Hannover 96,3:3,SSV Ulm 1846
Sa. 22.10.1983,15:00,Hertha BSC,1:2,Union Solingen
Sa. 22.10.1983,15:00,Darmstadt 98,3:0,VfL Osnabrück
Sa. 22.10.1983,15:00,Karlsruher SC,5:1,Saarbrücken
Sa. 22.10.1983,15:00,SC Freiburg,0:0,Hessen Kassel
Sa. 22.10.1983,15:00,MSV Duisburg,1:1,FC Schalke 04
