Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 12.11.1983,15:00,VfL Osnabrück,2:3,MSV Duisburg
Sa. 12.11.1983,15:00,Stuttg. Kickers,5:0,Darmstadt 98
Sa. 12.11.1983,15:00,SSV Ulm 1846,2:2,Karlsruher SC
Sa. 12.11.1983,15:00,Hessen Kassel,2:0,Alem. Aachen
Sa. 12.11.1983,15:00,Hertha BSC,3:1,Hannover 96
Sa. 12.11.1983,15:00,RW Oberhausen,2:2,RW Essen
Sa. 12.11.1983,15:00,Lüttringhausen,2:0,SCC Berlin
Sa. 12.11.1983,15:00,Union Solingen,5:0,SC Freiburg
Sa. 12.11.1983,15:00,FC Schalke 04,5:2,Wattenscheid 09
Sa. 12.11.1983,15:00,Saarbrücken,1:2,Fortuna Köln
