Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.11.1983,15:00,RW Essen,4:0,Lüttringhausen
Sa. 05.11.1983,15:00,Alem. Aachen,2:1,Saarbrücken
Sa. 05.11.1983,15:00,Hannover 96,3:2,VfL Osnabrück
Sa. 05.11.1983,15:00,SC Freiburg,1:1,SSV Ulm 1846
Sa. 05.11.1983,15:00,Fortuna Köln,3:1,RW Oberhausen
Sa. 05.11.1983,15:00,Karlsruher SC,3:0,FC Schalke 04
Sa. 05.11.1983,15:00,MSV Duisburg,1:2,Union Solingen
Sa. 05.11.1983,15:00,SCC Berlin,2:1,Stuttg. Kickers
Sa. 05.11.1983,15:00,Wattenscheid 09,2:0,Hessen Kassel
Sa. 05.11.1983,15:00,Darmstadt 98,4:3,Hertha BSC
