Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 10.08.1983,19:30,Wattenscheid 09,1:1,Hannover 96
Mi. 10.08.1983,19:30,RW Essen,1:1,Union Solingen
Mi. 10.08.1983,19:30,Fortuna Köln,3:0,VfL Osnabrück
Mi. 10.08.1983,19:30,Alem. Aachen,2:1,Hertha BSC
Mi. 10.08.1983,19:30,Karlsruher SC,0:0,MSV Duisburg
Mi. 10.08.1983,19:30,Lüttringhausen,0:4,Hessen Kassel
Mi. 10.08.1983,19:30,Stuttg. Kickers,0:0,FC Schalke 04
Mi. 10.08.1983,19:30,SCC Berlin,2:1,SSV Ulm 1846
Mi. 10.08.1983,19:30,SC Freiburg,3:1,Darmstadt 98
Mi. 10.08.1983,19:30,RW Oberhausen,3:0,Saarbrücken
