Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.09.1983,15:00,Darmstadt 98,4:3,SSV Ulm 1846
Sa. 17.09.1983,15:00,Alem. Aachen,0:0,Fortuna Köln
Sa. 17.09.1983,15:00,VfL Osnabrück,1:3,Hessen Kassel
Sa. 17.09.1983,15:00,Karlsruher SC,2:0,SCC Berlin
Sa. 17.09.1983,15:00,SC Freiburg,2:1,Stuttg. Kickers
Sa. 17.09.1983,15:00,Hannover 96,1:1,RW Oberhausen
Sa. 17.09.1983,15:00,Hertha BSC,3:0,Saarbrücken
Sa. 17.09.1983,15:00,Union Solingen,4:0,FC Schalke 04
Sa. 17.09.1983,15:00,Wattenscheid 09,2:1,RW Essen
Sa. 17.09.1983,15:00,MSV Duisburg,4:1,Lüttringhausen
