Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.04.1984,15:00,Hannover 96,4:5,Union Solingen
Sa. 21.04.1984,19:30,Darmstadt 98,2:1,SCC Berlin
So. 22.04.1984,19:30,Hertha BSC,3:1,VfL Osnabrück
Di. 24.04.1984,19:30,SC Freiburg,1:0,FC Schalke 04
Di. 24.04.1984,19:30,MSV Duisburg,2:0,SSV Ulm 1846
Di. 24.04.1984,19:30,Karlsruher SC,2:0,Hessen Kassel
Di. 24.04.1984,19:30,Wattenscheid 09,1:2,Saarbrücken
Di. 24.04.1984,19:30,Fortuna Köln,2:0,Lüttringhausen
Di. 24.04.1984,19:30,RW Essen,1:1,Stuttg. Kickers
Di. 24.04.1984,19:30,Alem. Aachen,0:0,RW Oberhausen
