Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 28.04.1984,15:00,Lüttringhausen,3:1,RW Essen
Sa. 28.04.1984,15:00,Saarbrücken,2:0,Alem. Aachen
Sa. 28.04.1984,15:00,VfL Osnabrück,2:1,Hannover 96
Sa. 28.04.1984,15:00,SSV Ulm 1846,1:4,SC Freiburg
Sa. 28.04.1984,15:00,RW Oberhausen,3:0,Fortuna Köln
Sa. 28.04.1984,15:00,FC Schalke 04,3:3,Karlsruher SC
Sa. 28.04.1984,15:00,Union Solingen,0:1,MSV Duisburg
Sa. 28.04.1984,15:00,Stuttg. Kickers,1:0,SCC Berlin
Sa. 28.04.1984,15:00,Hessen Kassel,3:0,Wattenscheid 09
Sa. 28.04.1984,15:00,Hertha BSC,0:0,Darmstadt 98
