Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 26.05.1984,15:00,Union Solingen,3:0,Alem. Aachen
Sa. 26.05.1984,15:00,Saarbrücken,3:3,Stuttg. Kickers
Sa. 26.05.1984,15:00,Hertha BSC,0:2,Karlsruher SC
Sa. 26.05.1984,15:00,Hannover 96,1:1,SC Freiburg
Sa. 26.05.1984,15:00,SSV Ulm 1846,1:1,Fortuna Köln
Sa. 26.05.1984,15:00,VfL Osnabrück,6:4,Wattenscheid 09
Sa. 26.05.1984,15:00,FC Schalke 04,3:2,RW Essen
Sa. 26.05.1984,15:00,Darmstadt 98,0:2,MSV Duisburg
Sa. 26.05.1984,15:00,RW Oberhausen,4:0,Lüttringhausen
Sa. 26.05.1984,15:00,Hessen Kassel,4:2,SCC Berlin
